(117, 80, 89)
(212, 157, 130)
(231, 207, 182)
(123, 87, 80)
(67, 43, 50)
(179, 161, 166)
(173, 98, 106)
(245, 196, 125)
(93, 92, 105)
(85, 52, 60)
(159, 162, 168)
(209, 81, 75)
(211, 184, 176)
(162, 171, 163)
(72, 43, 30)
(201, 194, 197)
(195, 208, 195)
(200, 199, 205)
(100, 49, 40)
(198, 187, 190)
(53, 49, 64)
(62, 59, 74)
(124, 124, 136)
(143, 129, 107)
(184, 196, 184)
(191, 190, 196)
(106, 109, 107)
(82, 64, 40)
(125, 129, 125)
(184, 194, 196)
